"USERID","REQUESTEDURL"
2327,"kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,makete,audia_ao_singular_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,amor_ao_hiphop_tuga_2008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007,g_foxx_ft_kenny_g_amor_esquecido_no_tempo_2008"
2330,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
2332,"bem_comea_a,deus_mandau_di_ceu,gerassons,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
2338,"your_glory_wont_last_forever,as_the_water_slowly_fills_our_lungs,crimson_landscape_1,deep_down_inside,hopeless,my_fist_is_my_protest,newborn_child,tears_of_blood,a_minha_hista_ria_ft_missy_e_gijoe,lies"
2341,"a_s_sa_tu_2009,falar_de_mim_a_fa_cil,resumo_do_passado_ft_inato,vcs_na_o_ta_o_preparados_feat_hc,amizade_sem_prea_o,desculpa_foi_um_erro_2008,rds5_ju_ft_mrk_um_dia_tudo_mudou,tao_perto_mas_tao_longe,um_dia_de_cada_vez_ft_mind,wake_up_2009"
2345,"realidade,kutegash_porque_nao_mudas_por_mim,destino_traa_ado_canuca,fuck_off_katchorras_canuca_ft_isek,ta_pioneiro_ft_ag_ir_som_tuga_par,desiludido_nu_amor_myslo_ft_canuca,revoltado_eu_faa_o_hiphop_mixtape_poet,danito_ft_myth_jp_lagrimas_na_cara,resposta_ao_kamel_estiga,introspectiva_pt1"
2346,"a_para_a_boca,a_sa_por_ti_que_escrevo,foi_assim_1,malandrinha_o_feat_enciclopa_dia_negra,montikapta_ft_p_unit_sejam_benvind0s_ao_n0sso_mundo_mortex_dih_sh_add_put0_ivo,movimentoperfe_it0_ft_lancelo_t_reflexoes,movimento_perfeito_ft_gangsquad_conseguimos,mrk_ft_rookie_quero_te_para_sempre_regravado_2008,nao_nao_nao,na_o_posso_ficar_calado"
2347,"aqui_ha_truque,guantanamera,porto_covo,traa_adinho_de_coimbra,verdes_anos,meia_noite_ao_luar,perdidamente,a_guas_do_da_o,cana_a_o_do_mar_ao_vivo,cia_ncito_aluno"
2348,"danito_ft_myth_jp_lagrim_as_na_cara,jp_ft_danito_tu_es_1,o_nosso_amor_acabou,danito_jp_ft_rafa_dana_porque,jp_ft_danito_nada_vai_ser_igual,msn_ft_danito,danito_ft_myth_jp_lagrimas_na_cara,noite_remix,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,danito_tarde_demais"
2350,"hm_sente_meu_ataque,natureza,nova_corrida_nova_viagem,para_os_meus_manos,hm_vsilva_ja_nao_aguento_acabou,hm_vale_a_pena_voltar_atras_ft_kute_gash,a_sa_s_com_a_nostalgia,roa_a_roa_a,sola_da_bota,assim_como_o_segundo_pertence_a_hora"
2356,"corre_no_sangue,the_end_of_me,ta_pioneiro_ft_ag_ir_som_tuga_par,na_o_sei_se_merea_o,cairo_versa_o_de_tema_dos_taxi,tenho_medo_diz_uma_criana_a,ata_onde_posso_ir_aca_stico,hear_me,snipers,a_minha_hista_ria_ft_missy_e_gijoe"
2357,"i_got_my_mojo_1,st_james_infirmary_sax_solo,walk_on_the_wild_side,black_ugly_sax_solo,blue_monk,blues_trouble_sax_solo,blues_walk,cocaine,empty_bed_blues_sax_solo,flute_for_r_kirk"
2358,"xupa_xupa_lollipop,kem_a_va_ja_mais_nada_va,na_o_ha_mais_amor_ft_ikaruz_ntk,sempre_quando_nao_estas_ft_ikaruz_ntk,sem_seu_amor_na_o_da,sem_ti_ft_ntk_ikaruz_mind,pobre_alegre,puta_da_ragga,puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r"
2359,"la_grima_de_ma_e,ra_pido_1,caninha_verde,cantiga_bailada,moda_do_entrudo,s_joa_o,vira_velho,melhor_sa,obrigado_mae,priscila_1"
2360,"na_o_consegues_ver,sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,se_amanha,jp_ft_danito_ainda_penso_em_ti,jp_ft_danito_nada_vai_ser_igual"
2367,"volta_para_mim_ft_sofia_2008,dianna_gs_realidade_do_natal,1_vive_a_vida_kutegash,baby_volta,dilemas_da_vida_mk,kutegash_can_you,misskye_amor_iludido,puta_da_ragga,eras_a_minha_ft_ntk,nunca_mudei_ft_ntk"
2368,"dancing_in_the_night_hb_production_vol_2,dj_dom_i_miss_you,movimentoperfe_it0_ft_lancelo_t_reflexoes,movimento_perfeito_ft_gangsquad_conseguimos,na_o_posso_ficar_calado,revoltado_ft_passivo_esquece,batam_com_a_cabea_a_no_cha_o,believe_1,fall_for_you_by_secondhand_serenade_cover,honey"
2374,"danito_ft_myth_jp_lagrim_as_na_cara,jp_ft_danito_tu_es_1,o_nosso_amor_acabou,danito_jp_ft_rafa_dana_porque,jp_ft_danito_nada_vai_ser_igual,msn_ft_danito,danito_ft_myth_jp_lagrimas_na_cara,noite_remix,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,danito_tarde_demais"
2377,"na_o_consegues_ver,azteka_ft_lyrisista_assim_que_fazem_os_puros,danito_jp_ft_rafa_dana_porque,desabafos_mc_fly,difusao_o_meu_diario,dinheiro_pa_surviva_dasulla_ft_pof,l_a_stress_ft_paulo,mema_rias_de_um_amor_proibido,mgc_suicidio,msn_ft_danito"
2379,"eu_quero_e_ele_na_o_quer,ana_o_sei_na_o,me_leva_amor_1,dana_ando_kizomba,juras_de_amor_remix,noite_maravilhosa_1,mafia_crew_drama,sem_vergonha,a_homen_valha_te_deus,a_za_tira_a_ma_o_da_gaita"
2383,"bem_comea_a,deus_mandau_di_ceu,gerassons,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
2384,"kutegash_porque_nao_mudas_por_mim,kool_2,rapsa_dia_faixa_bonus,desiludido_nu_amor_myslo_ft_canuca,fuck_off_katchorras_canuca_ft_isek,helena,roa_a_roa_a,sign_your_name,noite_lareira_e_sofa_vermelho,afrika_fica_comigo"
2386,"sempre_foi_assim_1,eu_vou_levando_a_vida,nunca_menti,primeira_noite,segredo_absurdo,bate_o_pa_roberto_leal,os_reis,quem_tem_juizo_vareia,moda_do_entrudo,na_o_sei_se_merea_o"
2387,"dancemusicmix,feel_the_beat_1,afrika_fica_comigo,a_sa_s_com_a_nostalgia,danito_tarde_demais,foge_runaway_remix,hm_vsilva_ja_nao_aguento_acabou,jp_ft_danito_ainda_penso_em_ti,jp_ft_danito_nada_vai_ser_igual,jp_ft_danito_tu_es_1"
2388,"jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_nada_vai_ser_igual,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_jp_rafa_preciso_do_teu_amor,danito_jp_ft_rafa_dana_porque,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,sou_o_que_quiseres_mk,se_amanha"
2389,"danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_jp_ft_rafa_dana_porque,buraka_mix_part_2,dj_hf_kizomba_100,jp_ft_danito_nada_vai_ser_igual,jp_ft_danito_ainda_penso_em_ti,danito_ft_jp_rafa_preciso_do_teu_amor,baby_dont_cry,da_me_a_tua_ma_o,deixas_me_louco_1"
2391,"disco_dance_rhythm,echo,feel_the_beat_1,pisa_no_pila_o_xera_m,riseupm_ix,nem_as_paredes_confesso,01_dia_de_sol_no_paraiso,aquele_gajo,asas_brancas,brincadeira"
2394,"dj_dom_fuck_over_up,alegria_dos_ca_us,homenagem_1,maria_1,fado_hila_rio_1,verdes_anos,sonar_wales_song,q_l_s,la_menor_joa_o_baga_o,1a_afinaa_a_o_original"
2399,"a_minha_hista_ria_ft_missy_e_gijoe,danito_ft_myth_jp_lagrim_as_na_cara,sem_ti,a_sa_s_com_a_nostalgia,joker_74_buehcys_quero_te_perder,joker_74_pena_amor,noite_remix,se_amanha,joker_74_um_dia,msn_ft_danito"
2400,"perto_do_mar,criana_a_2,se_ela_a_bonita,mulheres_nuas,babila_nia,luta_de_raa_z,dja_dja_require,dona_amalia,estranha_cidade,plantaa_ao"
2401,"amarradinho_em_voca,america,amigo_apaixonado_1,amor_antigo,amor_nao_venha_agora,amor_sem_juizo,a_quarentona,aqui_sa_tem_fila,arrasou,ata_mais_ver_vem_me_namorar"
2403,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
2404,"madalena,ai_ai_katrefa,hora_da_verdade,arrependimento,baby_dont_cry,da_me_a_tua_ma_o,deixas_me_louco_1,porque_vais_madley_feat_mc_fly,nao_deixes_q_a_vida_fuja_de_ti,fim_na_dor"
2418,"kool_2,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am,02_bueda_vezes_stone"
2419,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,kuduro_pa_2008_dj_drix,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix,ta_gra_a_ssiv_o_2008_dj_silva_dj_drix,vocee_ta_bravo_2008_dj_drix"
2420,"versa_til_rabica_amin_produto_de_insa_nia,phaze,kyword_amin_rima_parva,kyword_vs_amin,vida_de_guetto,xoye_txara_feat_jo_yo_rimas_e_flow,rb_feat_jo_yo_apanha_me_se_puderes,zbi_feat_jo_yo_digaz_old_family_1,dred_pika_e_mascote_basta_fora_a_e_vontade,erguer_belico"
2424,"esta_curtir_dj_bu5a,let_the_music_dj_bu5a_rmx,sunhump_dj_bu5a_amore_remix,djjoaosilva_6_am_electro_remix,gregor_salto_mr_martini_vs_acaraje_djjoaosilva_mix,live_act_2,live_act_4,sp_wilson_djbu5aremix,beautiful_girl_remix,e_so_mais_um_dia_na_gueto"
2427,"strange_things_can_happen,kenny_g_a_minha_desillusao_2007,cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007,g_foxx_groupies_2007,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_as_nossas_anikilaa_oes_2_008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3"
2428,"02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,1_vive_a_vida_kutegash,4_6a_feira_reggaeton_ft_saraiva,50_cente_o_bit,7_para_ti_amigo_kutegash,amizade_na_o_se_vende,amizade_sem_prea_o,amizade_verdadeira_feat_katy"
2430,"sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,chyvi_dodu_na_bo,dj_lil_thug_nha_rainha_remix_love_2008,jordin_chris_brown,matabaya_ft_dj_pausas_wanderground,so_te_digo_a_uma_coisa_beef,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,tamawitah_es_essencial,xupa_xupa_lollipop"
2431,"coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,inato_ft_infiltrado_be_be_beef_era_o_que_que_que_queriam_diss_toppo,infiltrado_ft_inato_na_o_te_quero_perder,infiltrado_ft_inato_onde_anda_a_policia_1,mctropas_o_peso_da_culpa_r_i_p_filha,morgadex_ft_infiltrado_amor_volta_para_mim_1,na_o_sei_o_que_aconteceu,parabens_toppo_gigio_pela_tua_desgraa_a,p_unit_ft_tropas_isek_patakeiros_no_movimento,sinceramente_diss_toppo"
2432,"escape_1,escape_radio_edit,gone_radio_edit,06_dims_linstitut_croc_music,08_micnizado_antiplagio,09_don_p_r_reverse,caderno_esquecido,na_noite_chesterbeatz_2007,na_o_posso_ficar_calado,o_passado_a_quem_te_ensina"
2438,"play_me_for_a_fool,puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,filho_de_rua_parte_i,n_sei_o_nome_xd,paulo_gama_2,ta_pioneiro_ft_ag_ir_som_tuga_par,apara_cias,a_raposa_e_as_uvas,devolva_me,doi_vai_com_deus"
2439,"kutegash_porque_nao_mudas_por_mim,helena,roa_a_roa_a,sign_your_name,afrika_fica_comigo,a_vossa_hista_ria_mk,desabafo,desiludido_nu_amor_myslo_ft_canuca,fuck_off_katchorras_canuca_ft_isek,mc_baby_pulla_feat_d_niggas_saudadex_voxax"
2442,"poesia_da_rua,culpado,so_quero_voltar_a_ter,tu_a_s_a_minha_mulher,passado_a_teu_lado_goldmynd_feat_onix,um_amor_perdido,em_cada_canto_do_meu_mundo,eu_quero_te_ter_aqui,danito_ft_myth_jp_lagrim_as_na_cara,a_sa_por_ti_que_escrevo"
2443,"b_l_smash_it_original_em_fase_de_testes_para_banda,da_hui_the_offspring_cover,fui_a_praia_original,momentos_balada,olha_para_o_ca_u_balada,pretty_fly_the_offspring_cover,scar_tissue_red_hot_chili_peppers_cover,suicide_and_redemption_from_deathmagnetic_metallica_cover,the_end_justifies_the_means,the_melody_of_nature"
2444,"tunning_its_not_a_crime,helicop_ter_mix,minguit_o_kuduro_mix,parazaa_r_music_mix,best_of_trance_2008,ft_dj_hellboy_tuning_its_not_a_crime_part_ii,fatal_tecnho,summerjam_remix,uaaah_kuduro_mix,zig_zag_remix"
2449,"coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,mctropas_o_peso_da_culpa_r_i_p_filha,desbafos_momenta_neos,desculpa_eu_ser_assim,o_amor_a_raro,18_pea_o_te_ft_mc_bone,apesar_de_tudo_eu_amo_te_ft_hugoge_tdg_2008,inalteravel_kolateral_ft_am,os_momentos_que_passo_contigo,princesa_quero_te_aqui"
2452,"ta_pioneiro_ft_ag_ir_som_tuga_par,revoltado_eu_faa_o_hiphop_mixtape_poet,02_mudancas_mixtape_ideias_expressadas,realidade,resposta_ao_kamel_estiga,desiludido_nu_amor_myslo_ft_canuca,02_bueda_vezes_stone,afirmaa_ao,crena_as,stone_conheci_te_e_esqueci_te"
2454,"ana_o_sei_na_o,la_longe,patuscada,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,noite_remix,tombe_la_neige,quero_agradecer_a_deus,vou_te_amar_ala_m_da_vida,morena_ai_ai"
2457,"10_sem_ti_na_o_da_kutegash_ft_hm,1_vive_a_vida_kutegash,6_thefive_kutegash,7_para_ti_amigo_kutegash,a_arte_mais_bela,abre_os_olhos_1,a_minha_hista_ria_ft_missy_e_gijoe,amizade_na_o_se_vende,amizade_verdadeira_feat_katy,amo_te_alma_ga_mea"
2465,"danito_jp_ft_rafa_dana_porque,a_arte_mais_bela,abre_os_olhos_1,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_luta,a_minha_outra_hista_ria,amizade_na_o_se_vende,amor_sem_fim_hip_hop,aquele_momento_1,arrependimento"
2467,"13_s_a_c_city_no_improviso,movimentoperfe_it0_ft_lancelo_t_reflexoes,revoltado_eu_faa_o_hiphop_mixtape_poet,rimar_a_toa,s_p_g_nossas_v_d_s,s_p_g_porque_racismo,ta_pioneiro_ft_ag_ir_som_tuga_par,vida_sabi,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso"
2468,"amarradinho_em_voca,america,amigo_apaixonado_1,amor_antigo,amor_sem_juizo,a_quarentona,aqui_sa_tem_fila,arrasou,ata_mais_ver_vem_me_namorar,atraso_do_destino"
2470,"kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,makete,audia_ao_singular_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,amor_ao_hiphop_tuga_2008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007,g_foxx_ft_kenny_g_amor_esquecido_no_tempo_2008"
2472,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
2474,"la_grima_de_ma_e,caninha_verde,vira_velho,cantiga_bailada,moda_do_entrudo,s_joa_o,cancao_de_isabel,candeia,samacairo,fado_hila_rio"
2475,"deep_down_inside,eu_na_o_vendo_o_meu_rap,guerra_fria_parte_2,real_mc_as_vezes,united_soldiers_a_festa_e_nossa,dj_mvboss_right_nowww,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,sinto_a_tua_falta_2,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,dj_mvboss_some_trance"
2477,"nao_se_apavore,40a_a_sombra,creep_1,gorge_palma,i_will_survive,prela_dio,strange_things_can_happen,trova_do_vento_que_passa,verdes_anos,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim"
2481,"foi_assim_rmx,10_mil_palavras,mentes_de_coraa_a_o_1,a_sa_s_com_a_nostalgia,dany_boy_ft_tropas_ft_chalitos_ft_isek,so_sexy_babylon_mix,a_minha_hista_ria_ft_missy_e_gijoe,ana_o_sei_na_o,betty_davis_eyes,como_um_anjo_1"
2482,"ana_o_sei_na_o,atraso_do_destino,duo_norte_portugue_ses,ela_na_o_sabia_nada,la_longe,morena_ai_ai,null,patuscada,quero_agradecer_a_deus,tombe_la_neige"
2484,"ta_pioneiro_ft_ag_ir_som_tuga_par,revoltado_eu_faa_o_hiphop_mixtape_poet,realidade,historia_um_pequeno_rapaz_beto_di_guetto,idade_dos_sonhos,djony_mc_nada_nu_ka_kre_faxi_di_nos_vida,02_mudancas_mixtape_ideias_expressadas,resposta_ao_kamel_estiga,montikapta_ft_p_unit_sejam_benvind0s_ao_n0sso_mundo_mortex_dih_sh_add_put0_ivo,desiludido_nu_amor_myslo_ft_canuca"
2485,"revoltado_eu_faa_o_hiphop_mixtape_poet,ta_pioneiro_ft_ag_ir_som_tuga_par,realidade,resposta_ao_kamel_estiga,02_mudancas_mixtape_ideias_expressadas,desiludido_nu_amor_myslo_ft_canuca,02_bueda_vezes_stone,afirmaa_ao,crena_as,stone_conheci_te_e_esqueci_te"
2488,"escapula_rio,la_grima_de_ma_e,caninha_verde,cantiga_bailada,moda_do_entrudo,s_joa_o,vira_velho,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,jp_ft_danito_ainda_penso_em_ti,jp_ft_danito_nada_vai_ser_igual"
2489,"djiflow_tropaz_di_ghetto_krypt_que_venham_mais_100_iguais_a_ti,ela_dasulla_ft_phattdahkillah_ft_dolla_bill,digaz_eu_e_a_morte,vcs_na_o_ta_o_preparados_feat_hc,dispenso,mema_rias_de_um_amor_proibido,autocaracteriz_aa_a_o_godlyrics,jamba_no_bairro,movimento_vrai_portela,n_rapacinho_feat_jamba_e_pragado_la_na_zona"
2490,"apesar_de_tudo_eu_amo_te_ft_hugoge_tdg_2008,a_s_importante_ft_cyntiiah_g,a_vida_pregate_a_rasteira_ft_spm,cenas_da_vida_1,eu_quero_sonhar_ft_mb,homens_bombas_ft_cezar_art_sound,inato_ft_infiltrado_dia_a_dia,kutegash_porque_nao_mudas_por_mim,layah_vem_dar_vida_ao_rebolana_o,lia_oes_de_vida_ft_ncs"
2494,"ana_o_sei_na_o,la_longe,mulheres_nuas,patuscada,quero_agradecer_a_deus,tombe_la_neige,vou_te_amar_ala_m_da_vida,morena_ai_ai,eu_quero_e_ele_na_o_quer,1_vive_a_vida_kutegash"
2495,"pode_crer,splinter_kamy_30_de_fevereiro_prod_raze,o_hip_hop_na_o_para,varias_ambicoes,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_intro_mixtape_ideias_expressadas,02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,02_mudancas_mixtape_ideias_expressadas,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru"
2496,"danito_ft_myth_jp_lagrimas_na_cara,eu_apoio_o_bairro_para_o_bairro_me_apoiar,hm_vale_a_pena_voltar_atras_ft_kute_gash,riseupm_ix,rookie_ft_ana_ferreira_a_s_a_minha_perdia_a_o,ru_o_j_r_ft_mc_f_mrk_dama,sabes_onde_estou_kizomba_mix,warning_power_tecnho,com_luta_c_g,foi_assim_1"
2507,"fakes_i_reais,171,a_abrila,agua_viva,covarde,creep_1,ilibado_na_o_te_merea_o,joker_74_buehcys_quero_te_perder,last_control,mafia_crew_putas_droga_vinho_1"
2508,"sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,dancemusicmix,riseupm_ix,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_ainda_penso_em_ti,a_arte_mais_bela"
2510,"dj_pak_rise_up_vocal_yves_larock_tribal_expecial,fuck_off_katchorras_canuca_ft_isek,ta_pioneiro_ft_ag_ir_som_tuga_par,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,caminhada_original,eu_apoio_o_bairro_para_o_bairro_me_apoiar,a_minha_luta,rap_nao_vai_parar_remix_monte_kapta_arrentela,aa_ores_marchi_nha"
2515,"danito_ft_myth_jp_lagrimas_na_cara,ta_pioneiro_ft_ag_ir_som_tuga_par,ntk_da_me_a_oportunidade_2007,fuck_off_katchorras_canuca_ft_isek,asher_ft_ruby_c_bomb_putos_di_ghetto,quero_te_ate_ao_fim,puta_da_ragga,thug_life_brabo_rm_feat_ajk,tropaz_di_ghetto_braborm_ft_hugoge_ft_bruno_ninguem_nos_manda_a_baixo,nao_nao_nao"
2516,"foi_assim_rmx,10_mil_palavras,mentes_de_coraa_a_o_1,ana_o_sei_na_o,a_sa_s_com_a_nostalgia,betty_davis_eyes,como_um_anjo_1,dj_di_street_4,el_ritmo,emelin3_m_ft_lea_toi_et_moi"
2518,"djay_c_remixstacion_2_parte_1,jay_c_amo_te_ines_letra_de_gona_alinho,jay_c_vamos_mudar,ncs_feat_jay_c_reflexao_mensagem,jay_c_patinho_feio_resposta,fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,pedro_monteverde_3_11_5,pedro_monteverde_time_integer,whisper_1"
2520,"jkc_declaraa_a_o,jkc_ft_ina_s_onde_nunca_estiveste,jkc_skhuba_amor_no_coraca_o,jkc_um_sonho_amizade_amor_2008,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
2521,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,hey_girl_ft_ntk,princesa_quero_te_aqui,amizade_na_o_se_vende,welcome_ls,eras_a_minha_ft_ntk"
2526,"perto_do_mar,criana_a_2,se_ela_a_bonita,babila_nia,luta_de_raa_z,ph_neutro_mik_ikaruz_enrola_mais_uma,when_the_night_falls,apara_cias,a_raposa_e_as_uvas,devolva_me"
2532,"xadrez_da_vida,persona_non_grata,abelha_rainha,agir_girlfriend,agir_sagres_love_is_love,agir_to_pionei_ro_son_tuga_pra_danxar,babila_nia,blue_bossa,bo_ten_qu_luta,come_cover_me_feat_jah_milton"
2533,"bluz,it_hurts,relaxing,kalemba_feat_pongolove_1_remix_house_dj_drix,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,drix_ta_loucooo_2008_dj_drix,azteka_ft_lyrisista_assim_que_fazem_os_puros"
2540,"strange_things_can_happen,creep_1,lounge_control,prela_dio,negras_como_a_noite,last_control,minimal_part_ii,morena_ai_ai,tempo_4,paulo_gama_projectos"
2542,"paula_queira_s,carro_do_lixo,vai_tu,a_revolta_das_plaquetas,liliana_marisa,o_anana_s_na_o_a_pra_mim,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love"
2545,"dj_hf_club_mix_2008_mix,dj_hf_ft_dj_quaresma_dance,dj_hf_zig_zag_remix,djs_xtreme_kizomba_remix_2,dj_hf_kizomba_100,djs_xtreme_kizomba_remix_4,a_importancia_da_amizade,a_minha_hista_ria_ft_missy_e_gijoe,anda_la_mexe,a_sa_s_com_a_nostalgia"
2548,"nada,faces,lidless,inhumanart,lines_of_knowledge,the_great_journey,beautiful_lind_a,fim_na_dor,baby_dont_cry,da_me_a_tua_ma_o"
2549,"quero_te_sentir,nao_me_abandones_hip_hop,a_nossa_life_com_mc_fly,fuck_off_katchorras_canuca_ft_isek,a_minha_hista_ria_ft_missy_e_gijoe,se_amanha,danito_tarde_demais,a_minha_outra_hista_ria,preciso_de_ti_feat_mc_fly,my_lucky_charms"
2551,"crimson_landscape_1,conquer,dog_of_god,dj_mvboss_a_pa_bora,afterdeath_world_deformed_by_man,rebellion_pre_master,transformation,brevemente_insanity,karma,longe_do_amor"
2553,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
2555,"abelha_rainha,agir_girlfriend,agir_sagres_love_is_love,agir_to_pionei_ro_son_tuga_pra_danxar,babila_nia,blue_bossa,bo_ten_qu_luta,come_cover_me_feat_jah_milton,costureira_dos_diabos,dalailight"
2558,"sonho_real_r7f_ft_froufe,na_o_consegues_ver,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_ainda_penso_em_ti,riseupm_ix,danito_jp_ft_rafa_dana_porque"
